gaji_bulanan,otonomi_proyek,skor_inovasi,jam_fokus_mendalam,kolaborasi_lintas_tim,kinerja_karyawan
16.98171186096933,0.8567489973160634,8,16,Sangat Baik,8.246765549238354
16.079420106356043,0.4480123208481127,2,16,Baik,5.164118822974427
11.634779532426837,0.7853700278059904,6,6,Cukup,6.838771330448087
19.99057733939354,0.10575169331626101,3,14,Sangat Baik,5.022875799628235
21.378685835291737,0.6025073814025135,8,10,Baik,7.658741478103636
18.15210722682617,0.17449934085982402,1,16,Cukup,4.172822839639887
22.57794363699605,0.18012017651087042,10,4,Sangat Baik,6.4242725681059705
17.276649631708956,0.37530667563532516,10,7,Baik,8.058515697489607
20.03176848061303,0.7316725854021465,7,19,Cukup,8.733845846010517
21.39141587837149,0.3388397585827212,2,7,Sangat Baik,4.691686999512822
12.541054582969611,0.6701281307419243,7,7,Baik,7.408726020992546
17.589438625191633,0.5494243721180756,8,16,Cukup,7.534195471168871
23.20464616162941,0.4691151456797874,10,17,Sangat Baik,8.402023990485134
10.530240451534848,0.8788167302914963,4,10,Baik,6.502817745533029
19.04411461273698,0.4270805379822964,9,10,Cukup,7.819450973505901
18.046301647840167,0.12095608504950874,1,14,Sangat Baik,4.5338407905926195
22.330560241258887,0.3536717544529583,3,7,Baik,6.485926980455025
26.876098782732328,0.5375702716716018,9,7,Cukup,8.934147119309301
7.3863984674590135,0.35731251414289333,5,12,Sangat Baik,5.00696662843642
17.766309746821012,0.43322643907976144,7,6,Baik,7.242147267929152
21.26319327324813,0.7579512811660053,3,9,Cukup,6.621365630537782
18.272106764068898,0.7889556439774453,10,5,Sangat Baik,8.375042129384575
14.440627820533107,0.608985335955696,7,19,Baik,7.306367934159299
13.66557989691955,0.10456183753183619,5,15,Cukup,5.249130635882295
16.80429310545353,0.8833822936153042,2,5,Sangat Baik,6.377196196036218
17.947156880945244,0.5926808605249999,8,12,Baik,7.638575986910183
15.768107555947047,0.9332668164214333,4,13,Cukup,7.578480429874718
14.753605574561977,0.8081228085778108,7,11,Sangat Baik,7.435330304535296
21.22097326662882,0.8478208751477102,8,14,Baik,8.91688233473876
17.9240734265504,0.15437515091706336,5,7,Cukup,5.943863110490889
29.6220162686472,0.46764203282283734,3,12,Sangat Baik,6.478174257170928
13.678389580922937,0.4255135010054846,10,14,Baik,7.569889753637307
17.01532297453586,0.36668636014454636,2,6,Cukup,4.959988462378566
16.836589894857365,0.8639313460032062,7,12,Sangat Baik,8.50952713898678
25.051646971432575,0.8721079669109765,5,19,Baik,8.858126474285458
12.71760535871244,0.7429548326780376,5,4,Cukup,6.678049436324077
11.73478483406307,0.4878793969676952,7,6,Sangat Baik,6.6242579629314715
20.41066039820024,0.23951035596016046,1,15,Baik,4.610079477873068
13.46762123798008,0.5948512675770072,7,18,Cukup,6.890986557867948
13.976446638214036,0.9647204078270775,2,5,Sangat Baik,6.401423045779793
19.065983477284504,0.7661580594680352,2,7,Baik,5.806507774866995
21.646209410808552,0.2214211084107482,10,12,Cukup,7.741602217289892
15.039399066171526,0.648633849813022,8,13,Sangat Baik,7.496202378899504
14.794482840644278,0.6899302721078735,4,10,Baik,6.294284953178932
21.73769034841778,0.3542077574133964,9,7,Cukup,7.579167672193632
22.983178695258438,0.7794099112057179,10,12,Sangat Baik,8.582815931611806
12.517664532677252,0.9741246470973315,7,7,Baik,7.73530433037154
15.624022129371728,0.39911170670981355,6,10,Cukup,6.981845461938338
20.159305114840393,0.8240197740056697,10,8,Sangat Baik,9.12527172606982
15.348600651860682,0.40903389697307346,6,11,Baik,5.772058285743354
14.832256794005183,0.7640730151041445,2,18,Cukup,5.897419824028261
15.600542079488791,0.7319977149906304,8,5,Sangat Baik,6.612154891196935
14.925033125612774,0.3064112404216474,1,4,Baik,4.288611185592379
21.769427953857043,0.8854174959868389,8,16,Cukup,9.422920014660479
16.003907895305808,0.7510489717576875,3,9,Sangat Baik,6.504611577683596
17.76857197605335,0.5293368807586375,3,17,Baik,6.2571424965181155
16.255311960452584,0.5035044246732562,8,8,Cukup,7.186032728628915
25.741891764105098,0.33055822744980456,3,6,Sangat Baik,5.762422833401024
20.48231378268387,0.30057569110361093,3,9,Baik,6.0115305487591995
13.980396414203893,0.13454323191414747,7,9,Cukup,5.495369666799299
20.5893752868753,0.2580193340953808,6,4,Sangat Baik,5.98474558017368
13.845311942904024,0.10419166624799775,6,14,Baik,5.371716906055111
12.505866508232874,0.18397968893303943,4,8,Cukup,4.692347832701235
20.839057495744157,0.6207913350873804,8,8,Sangat Baik,7.789307788696571
23.19207717716329,0.1745274521181171,2,8,Baik,4.839986901181199
21.142928368037005,0.8228428789211214,8,9,Cukup,8.235324143058849
14.57480405740085,0.49714839983524717,1,14,Sangat Baik,5.486066948763288
19.103361762545063,0.7094465221121815,6,12,Baik,7.635196221198687
27.036641205011122,0.22642202693085184,2,19,Cukup,6.012842854209194
14.043368497372704,0.3596394639825553,1,6,Sangat Baik,4.43390955638712
21.060880414607038,0.10644488273239563,10,5,Baik,6.422170156292474
25.10392592010743,0.49968708918955607,10,6,Cukup,8.67278758053355
15.778734006583804,0.38160894384337307,6,13,Sangat Baik,6.792312013745704
17.563829713718285,0.43023484339851925,6,13,Baik,6.274392084745848
13.430386066065797,0.5096102290759648,9,6,Cukup,6.919657822084116
20.35599700810241,0.4203628253267301,4,6,Sangat Baik,6.47178562915659
16.8164367602461,0.6095731100740823,8,6,Baik,7.873857379966893
24.154371927775337,0.28623251820672496,1,4,Cukup,4.265169212305618
14.258739380793429,0.7480594819631318,8,9,Sangat Baik,7.705787293478044
13.369256549208938,0.6563701460852989,1,16,Baik,5.362438845912672
19.41622384343018,0.24091258695721224,2,13,Cukup,5.64739514585864
17.5374299796639,0.9907294599778427,6,12,Sangat Baik,7.654813110838369
19.90035608577271,0.8933752271334906,6,11,Baik,8.063659148338935
15.180325077564317,0.40290366938819766,10,15,Cukup,8.064545239325799
18.105916576295083,0.9065337252049182,4,17,Sangat Baik,8.09067398200956
13.715115776025147,0.7291896280715714,2,9,Baik,5.874001377415766
11.391407884075157,0.720549385299826,8,5,Cukup,8.043900100092571
18.938515539853636,0.2231082638795163,5,13,Sangat Baik,5.933690601868343
13.871198178826894,0.47664567675101666,7,12,Baik,7.018058930821234
17.339677697923428,0.7511343571968372,4,10,Cukup,7.126370721998388
20.326595480715024,0.29649669350156627,6,5,Sangat Baik,6.158488534255668
16.082572588966173,0.5509902861292745,5,7,Baik,6.519036784372491
14.843192205842264,0.4666043547071389,1,16,Cukup,6.230540807285378
15.650217269251685,0.8906021603188109,6,10,Sangat Baik,8.514902107720564
21.212036005746302,0.42242429791004865,5,4,Baik,6.6395908486919835
21.583282330197036,0.8623618001594792,10,4,Cukup,8.695010059769118
20.99803300624989,0.7184005746465612,2,15,Sangat Baik,6.059926395939669
12.119309608285606,0.8299721677387981,5,9,Baik,6.0399495016215035
13.468705745542355,0.6434667919226651,9,10,Cukup,7.7812831326952905
23.040873975630927,0.9965929006347884,6,9,Sangat Baik,9.525171587730862
18.395941999200065,0.9596578659743314,4,16,Baik,7.491300702995554
19.858214604761613,0.15289812337078124,8,9,Cukup,6.398512982492606
23.962999934239466,0.8963711014177097,10,5,Sangat Baik,9.516152362254976
12.044280051141811,0.5433989194291778,4,16,Baik,5.941060333979861
23.681963758007807,0.9828214913076804,1,15,Cukup,7.085882996511177
20.000471379117837,0.11112638746011684,6,18,Sangat Baik,5.753699336037419
21.9154579894562,0.14777883867874103,5,18,Baik,6.407150135501311
20.405918737725507,0.13626405108158304,2,17,Cukup,4.854455094955588
18.96997323683939,0.31236957377945146,5,7,Sangat Baik,5.913775374642051
21.451808113703297,0.17273605032568481,4,17,Baik,5.466707246075313
20.505424999700452,0.7012857090302931,3,10,Cukup,6.780553638293417
23.329837083001276,0.18118263927606065,6,18,Sangat Baik,6.381703035810241
9.37973830156827,0.7102380563314769,9,6,Baik,7.489535520692536
16.158941429229422,0.10666524792883866,9,16,Cukup,7.196760484179259
19.6803182710341,0.3884048784298728,6,7,Sangat Baik,7.155544934990003
16.828142792434708,0.7053275394315255,2,13,Baik,6.337896100733856
24.114072820569028,0.9529255019265762,5,11,Cukup,7.960411739185773
17.827431371671654,0.9295145963131359,4,6,Sangat Baik,7.247396566673907
10.307916011562208,0.7255532409717595,1,14,Baik,6.177379243863946
22.38696323889696,0.3460334586874637,9,19,Cukup,8.238069678163574
13.724489759171618,0.5903962861062453,1,17,Sangat Baik,5.514703207137969
15.149408325441925,0.5476448525764904,9,13,Baik,7.93361174720081
13.730023955090518,0.7913585139851284,3,8,Cukup,5.248099312123395
14.344076554065264,0.44441624138840485,3,12,Sangat Baik,5.157895929493211
20.53491214304244,0.8412700661540247,8,6,Baik,7.873972429507843
20.85005483437317,0.46290204407970903,10,8,Cukup,7.860468113238112
19.923173374149158,0.9991313259992941,3,10,Sangat Baik,7.446273376170612
18.142091390971267,0.7039635130113023,3,6,Baik,6.687462483691858
13.506037813640152,0.5578030165230198,8,7,Cukup,7.254549481614448
22.215264961718376,0.1993137935838327,1,5,Sangat Baik,5.080952341946946
19.501540591306593,0.8882682074350237,1,17,Baik,6.714511249964415
16.304037709730444,0.24666849287595927,7,8,Cukup,5.163771227987335
17.377990387709197,0.5481695938000586,10,10,Sangat Baik,7.642242589428785
12.565391090099752,0.2634432851989254,3,17,Baik,5.110283896528172
18.175192371710747,0.8484213623193884,4,17,Cukup,7.4287887559726045
27.07049438770315,0.3931380383280695,8,18,Sangat Baik,7.984842905791828
9.946029792970325,0.6832582534768423,5,4,Baik,6.372292491748428
13.936405758671109,0.17482276119308066,5,4,Cukup,4.286267391653497
21.20156082412253,0.43513658988443915,7,13,Sangat Baik,7.635157697868146
11.68494125355578,0.520372328193791,5,6,Baik,5.941693602071895
17.946462167116696,0.9946342228866194,1,16,Cukup,7.100808072597272
22.68932609148065,0.6918053961671666,9,12,Sangat Baik,8.506136344576213
22.974374482105162,0.6914224825413506,1,15,Baik,6.182624334530829
16.734291126956073,0.9722286439201775,4,11,Cukup,7.912672960319345
18.085429500484654,0.5534258169840046,1,7,Sangat Baik,4.685557391176854
15.700878362570549,0.9235498378733064,4,6,Baik,7.380441511748315
18.510061085148564,0.612131922563602,5,4,Cukup,6.379236299440563
18.011066700160313,0.3675959513981384,2,18,Sangat Baik,5.229868101392863
14.743176648411831,0.7034025653887293,4,18,Baik,6.633118915028065
17.430463733494992,0.2479513595254137,1,6,Cukup,5.522634485348045
12.38681035767256,0.9864264848465848,3,16,Sangat Baik,7.496322952544895
16.24942238917307,0.37909791501342804,2,19,Baik,5.709438534265602
17.633616286982768,0.11676943181518716,1,5,Cukup,4.153249565796814
27.956971940342836,0.5080353296692955,3,9,Sangat Baik,7.178443160029445
11.941046027695997,0.19358966743941686,8,6,Baik,5.791285159926075
19.54060146636153,0.4034498699245779,4,19,Cukup,6.5932440202273845
23.572141346127385,0.5222574461464636,1,8,Sangat Baik,5.757444594563438
17.111522438145762,0.8811704408274598,7,8,Baik,7.753549723500801
16.87304558683878,0.8883834537489629,5,9,Cukup,7.376960135897264
15.089492093408694,0.25459823444860286,9,9,Sangat Baik,6.503555984629528
26.181387515002793,0.5018630510620652,2,12,Baik,6.846861377377448
22.894260837130517,0.9462641505462163,3,17,Cukup,8.025154289163687
18.46800596057848,0.2398723770808724,2,11,Sangat Baik,4.30375034181518
14.833312280513754,0.9218104597559249,9,10,Baik,7.852620808285772
14.497606073381526,0.768790119180802,2,13,Cukup,6.207999275991269
16.23807761682434,0.6448410626634887,8,14,Sangat Baik,7.550706891876471
21.34192961144467,0.8487827621379646,9,12,Baik,8.001233188737675
19.327780666628932,0.7086713854640988,1,16,Cukup,6.536219261268464
16.34009361728535,0.9452819049513581,5,15,Sangat Baik,7.659142734466283
20.06560790427564,0.2100838418363412,5,5,Baik,5.684072093169649
21.607196746499906,0.9757255609160065,9,12,Cukup,9.38003670883516
22.108670932752947,0.6512314694058796,10,5,Sangat Baik,8.553538813240815
16.744224043781095,0.9655444718649505,10,4,Baik,9.64749767405501
17.11264928271534,0.2284852467428272,4,16,Cukup,5.588090820864364
18.418884001630197,0.9418630445780322,3,16,Sangat Baik,7.806659820883298
16.737950324217913,0.1760955169170097,6,17,Baik,6.596834811095306
17.91536323995048,0.22145825323228818,1,7,Cukup,5.032075001995932
16.049933115842528,0.3202786421865343,3,16,Sangat Baik,5.726274370410134
11.049844237518112,0.20861745487630268,3,14,Baik,5.226241834260744
23.241908604131652,0.7172865701629035,9,15,Cukup,8.615014395684863
22.9060871513002,0.25192074105731177,4,16,Sangat Baik,5.755619603259083
21.544431267445912,0.6858214749922183,1,7,Baik,6.055068475444013
13.926827419555252,0.6187310841058618,9,6,Cukup,7.495079781547956
14.290278846355106,0.22544468704602805,1,11,Sangat Baik,4.380213570135101
15.343370783678733,0.7151615734754657,1,4,Baik,4.472030339145068
15.043065564706625,0.49973826592346826,4,6,Cukup,5.959064141423448
15.741505545551204,0.7757898269048057,9,19,Sangat Baik,8.408548103092096
16.96425929426337,0.5119439211069597,4,19,Baik,6.716147585952968
13.324453669408111,0.8046824360497029,5,9,Cukup,6.836854146404739
19.32291243632152,0.9443029904865372,6,8,Sangat Baik,8.34758241140169
18.694846801048996,0.3548261943775207,9,10,Baik,7.5806357579730825
23.30869728189965,0.8622124320267586,9,13,Cukup,9.9780715662135
25.362437119663966,0.36526866295921157,10,6,Sangat Baik,8.395842284545637
22.6849541460346,0.8682212202069974,5,15,Baik,7.467601663922936
16.768074383698288,0.6558099789771483,5,18,Cukup,7.766649310977495
17.05126608485233,0.798146738908811,8,16,Sangat Baik,8.930508352731543
26.434817227623157,0.22206422632837175,3,18,Baik,5.774117029134835
18.210088492587907,0.3817984311908278,7,16,Cukup,7.2252450255319545
12.554732886989594,0.18871153796231782,6,8,Sangat Baik,4.92710693120088
12.57132500304918,0.6167096175522166,10,8,Baik,7.9357226372377365
13.633929493248734,0.1321959970389396,2,5,Cukup,3.9036265806544397
20.68498530260261,0.29302916546846103,10,4,Sangat Baik,7.276439275716239
18.680631752032216,0.9877591841827872,4,10,Baik,8.186960759048866
21.095286846390184,0.9510586618818875,9,7,Cukup,9.098529912661402
16.16689685825105,0.4738499455369678,6,16,Sangat Baik,7.164802748508299
20.007771696338104,0.6945326242050482,6,8,Baik,6.898285899595724
12.960186045622262,0.747408645611505,3,12,Cukup,5.827377083688333
18.3558422901444,0.7870903331080662,5,9,Sangat Baik,7.259337887167149
23.577338724663,0.37382685562192974,9,4,Baik,7.889048597860474
23.816344061233828,0.2773436655295393,5,15,Cukup,6.864390320454494
17.555453186849608,0.9321778844549468,10,13,Sangat Baik,9.750762570418889
22.95497705902484,0.665609148209372,10,12,Baik,8.841859205008426
14.386053251480662,0.6341383365896653,4,11,Cukup,6.15432215008811
17.710848605915306,0.7900772779543215,4,16,Sangat Baik,7.544823982387719
22.320598826375853,0.1713204590811642,5,15,Baik,5.208752497608696
20.698240176531414,0.7013433617670422,8,7,Cukup,7.929949520978042
17.977012255042144,0.6845244014148776,4,14,Sangat Baik,6.808580235613586
