gaji_bulanan,jam_kerja_fleksibel,dapat_pujian_publik,peluang_training,lingkungan_kerja,kinerja_karyawan
9.954633256200008,1,1,5,Mendukung,8.86996259309661
9.896919917647423,1,1,5,Biasa,8.488581968799263
13.649353204021708,1,0,3,Kolaboratif,6.6614458181646405
12.798527744209283,1,0,4,Mendukung,6.092640680412198
14.892508378575993,1,1,3,Biasa,7.9315618182239005
12.43709767592136,1,1,1,Kolaboratif,6.421567761080661
12.099296942720471,1,1,5,Mendukung,9.007504250322294
13.8119347230811,1,1,3,Biasa,8.187522163770845
13.75961126406245,0,1,2,Kolaboratif,6.644339188077189
10.308306517866281,1,1,2,Mendukung,7.336441871236743
12.226488569857475,1,1,1,Biasa,6.812007628297152
14.810486785606118,1,1,2,Kolaboratif,8.37770696057007
10.858536425199171,1,1,3,Mendukung,7.795957381411548
10.456576594454518,0,1,1,Biasa,5.388976415288208
10.0046548794877,1,1,1,Kolaboratif,6.585655279127637
11.150811938482091,1,1,3,Mendukung,8.200319953855143
9.35839933597783,0,1,2,Biasa,5.991546924363119
14.204016266769827,1,1,1,Kolaboratif,7.653365646267742
14.287985171197258,1,1,5,Mendukung,9.406333102720419
12.84121297684419,1,1,1,Biasa,7.503402714504469
13.607173604027716,1,0,3,Kolaboratif,5.654093163803993
14.835286363000566,1,0,5,Mendukung,7.432869940113485
14.266886205465115,1,1,4,Biasa,8.376956527448446
12.546596207239814,1,0,3,Kolaboratif,6.275441041927921
13.383796929778907,1,1,4,Mendukung,8.973401969975969
11.65275212491344,1,1,1,Biasa,7.368781109483791
10.301726627685131,1,1,1,Kolaboratif,6.693352066794089
11.59257302493569,1,1,3,Mendukung,8.776066456675771
10.791134215172487,1,1,2,Biasa,7.734489332585715
12.961358311561035,1,1,3,Kolaboratif,8.993884255058884
12.818845986269181,0,1,4,Mendukung,7.162016321215262
14.574228320203396,1,1,1,Biasa,7.252292075791589
11.649982118477647,1,0,3,Kolaboratif,5.913791935261598
10.11763814571964,1,1,3,Mendukung,7.489198590002776
12.80933614721803,1,0,2,Biasa,6.0923480906689385
10.534587501267675,0,1,5,Kolaboratif,7.992545754730214
9.732269738570576,1,0,5,Mendukung,7.133409262369225
13.194732520639521,1,1,1,Biasa,7.250615844809538
12.161666867727632,1,0,5,Kolaboratif,7.963105892247443
9.104476857314378,0,0,5,Mendukung,5.710635716902113
9.913634222956865,1,1,2,Biasa,7.768341386863657
9.879902866339599,1,0,1,Kolaboratif,5.028416286372431
12.930024002102263,1,0,5,Mendukung,7.645292799896001
7.8047655112341126,1,0,1,Biasa,4.817728255561724
8.639751425467464,1,1,5,Kolaboratif,8.370553640516201
11.587521373803462,0,1,1,Mendukung,5.6256449308124505
13.97973633657341,1,1,3,Biasa,7.73792414232505
10.83328987600283,1,0,2,Kolaboratif,5.664964471997638
13.857884801327922,0,1,3,Mendukung,6.7750049804811034
10.54201652515018,0,0,2,Biasa,4.59610174870884
14.564334115271848,1,1,4,Kolaboratif,8.67491020026175
15.245743160053314,1,1,1,Mendukung,8.407839855985195
12.24233398434978,1,1,1,Biasa,6.716665212076488
11.500339070921566,1,0,4,Kolaboratif,6.466390744534503
13.473569397966585,0,0,5,Mendukung,5.975287159247471
12.01888957620053,1,0,5,Biasa,7.557477413278066
11.878370385702633,1,1,5,Kolaboratif,9.900730550595437
14.701753826785827,0,1,2,Mendukung,6.719824568486999
12.459466068301925,1,1,4,Biasa,9.225804443953153
14.298120499080323,0,0,1,Kolaboratif,4.505293200836199
15.234902749150333,1,1,2,Mendukung,8.554858428057404
12.426847972900084,0,1,4,Biasa,7.1996301308465505
13.509976522878064,1,1,3,Kolaboratif,8.183615950922553
11.335138125040624,1,1,2,Mendukung,7.063831987424834
12.2332624140729,1,1,3,Biasa,8.903797969967888
10.809822700360932,1,1,2,Kolaboratif,8.115354763745046
10.942671095073617,0,1,2,Mendukung,6.6013628768352905
15.356984668894572,1,1,4,Biasa,9.19796397776525
13.096185150505043,0,1,1,Kolaboratif,6.04231744845424
13.15099927073636,1,0,3,Mendukung,6.632456536984878
11.24077702774416,1,1,4,Biasa,8.724052974814693
13.488019288019338,0,1,2,Kolaboratif,6.123299746684008
9.11933657085864,0,1,3,Mendukung,6.115697303616887
11.261827869261927,1,1,4,Biasa,8.516224000699198
10.489682585606376,1,0,3,Kolaboratif,6.764039055561544
14.208112169448137,1,1,5,Mendukung,10.0
12.128350626701847,1,1,3,Biasa,7.472425740605131
8.809104570831657,1,1,3,Kolaboratif,7.676794925046485
7.160439565241441,1,1,1,Mendukung,6.113346820309447
15.544154135151866,1,1,3,Biasa,8.166794393867765
11.479332346653578,1,1,2,Kolaboratif,7.519055213865156
11.40908538516261,0,1,5,Mendukung,7.816609657503009
14.85807829736453,1,1,3,Biasa,8.766728643373286
11.768342912333177,1,0,4,Kolaboratif,6.41465338470154
10.600802052255109,0,0,4,Mendukung,5.551455870145061
12.388258929460985,1,1,1,Biasa,7.185341732001669
13.631245747571043,1,0,1,Kolaboratif,5.134419743585899
8.716790067268843,1,0,5,Mendukung,6.255631874895458
12.609806043348707,1,1,1,Biasa,6.342343688857327
12.105015182975114,1,1,1,Kolaboratif,7.757080071782029
13.571667283377456,1,1,3,Mendukung,8.74557327647464
16.14231075601749,1,0,1,Biasa,6.414774029886678
13.390943980429757,0,1,2,Kolaboratif,6.646497800255591
11.24950683041625,1,1,4,Mendukung,9.213107520510034
13.309761792915431,1,1,4,Biasa,8.774009798528175
13.98513698483545,1,1,5,Kolaboratif,9.433050723909862
13.540505443347245,0,1,4,Mendukung,8.123311908332232
11.491518088805622,1,1,1,Biasa,7.239463800200861
11.44790043492874,0,1,3,Kolaboratif,6.837826231105002
11.593427163949645,1,1,3,Mendukung,7.93061345109019
10.375781860317474,0,1,5,Biasa,8.0782442794943
14.973571824252515,1,1,4,Kolaboratif,9.570829667197827
8.439954518995853,1,1,5,Mendukung,9.080412655522329
15.695657177735463,1,1,2,Biasa,7.993073070251075
13.501069281757239,1,1,3,Kolaboratif,8.51872265576435
13.41836502970658,1,0,4,Mendukung,6.913191459998062
10.202910472676272,0,0,4,Biasa,5.136823828124784
11.405533756084127,0,1,2,Kolaboratif,6.191752118912472
13.704469194578593,1,0,3,Mendukung,5.748276496296396
11.527856182923792,0,1,4,Biasa,6.265130130449512
12.65414528252798,1,1,4,Kolaboratif,9.313281810844636
15.458274284571521,1,1,2,Mendukung,7.21816500434469
14.98400590215029,1,0,5,Biasa,7.1695226572624735
7.914408443974107,1,1,2,Kolaboratif,7.445903945010822
14.056478572812773,1,1,5,Mendukung,9.339291401130893
11.85152144423168,1,0,3,Biasa,7.06018723337822
13.021043375614068,1,1,4,Kolaboratif,8.352697365603625
10.933555421461563,0,1,1,Mendukung,6.456220585318536
7.793825090678759,0,1,3,Biasa,5.777969474257251
11.0537311927313,1,1,1,Kolaboratif,7.112255230995176
13.61306867254674,0,1,4,Mendukung,7.196646974984492
10.614355866652945,1,0,2,Biasa,6.6492529496039765
13.279497949254283,1,1,1,Kolaboratif,6.975758808892827
10.66523374401212,0,1,5,Mendukung,8.570660964937527
11.960531605114893,1,0,3,Biasa,5.713293121441816
11.446940875058132,1,1,5,Kolaboratif,9.241973624003705
9.491134759245217,0,0,2,Mendukung,4.156754616080086
7.537109297000533,1,1,4,Biasa,8.11682022514195
8.647446994468293,1,1,5,Kolaboratif,7.75231595148292
11.8218857267396,0,1,2,Mendukung,5.968394034563478
11.470803248123907,1,1,5,Biasa,8.620070783405069
12.400053713398973,1,1,2,Kolaboratif,7.169859238291542
12.881188030447259,1,1,5,Mendukung,9.23672469171071
10.253417927980237,1,1,1,Biasa,6.348597982190524
8.083446458868087,1,1,4,Kolaboratif,8.656359617149821
10.614764324496745,1,1,5,Mendukung,10.0
11.137985977211025,1,1,4,Biasa,8.432487843428842
14.446508136505894,1,1,5,Kolaboratif,8.778450518795434
15.845959517867115,1,1,2,Mendukung,8.009632240699895
10.802716110066802,1,1,5,Biasa,9.034834858492484
12.89354593409901,1,0,5,Kolaboratif,7.504041011796524
12.496464889045708,1,1,4,Mendukung,10.0
9.662403469051998,1,1,4,Biasa,8.222596692599218
10.351377441627958,1,1,5,Kolaboratif,8.054222495006346
10.276830434351654,1,1,5,Mendukung,10.0
12.779000127655994,1,0,4,Biasa,6.407061948536829
13.446896469636462,1,1,3,Kolaboratif,8.762882702514597
14.868573838262598,1,1,5,Mendukung,9.813952040345884
10.844328643981465,1,1,3,Biasa,7.589802345068332
12.216227887452181,1,1,5,Kolaboratif,8.613395023309991
10.341475084532341,1,0,2,Mendukung,6.101158577612089
11.050649529998264,1,1,4,Biasa,8.193960498722536
13.38797465945829,1,1,1,Kolaboratif,7.6964971724964135
13.281664791187165,1,0,4,Mendukung,7.458998346660738
12.693093396135628,1,1,1,Biasa,6.986854790974428
12.749887867631575,1,0,2,Kolaboratif,5.715814471496331
10.31564076544764,1,1,4,Mendukung,7.6225993149374744
12.572964064794759,1,1,5,Biasa,9.098513520055333
12.481930565975166,1,1,1,Kolaboratif,7.211864075117143
12.159715737248423,1,1,2,Mendukung,7.10063012870563
11.294796351719725,0,1,3,Biasa,7.496422322049304
9.24564424657545,0,1,3,Kolaboratif,6.879871297155595
11.644822633274831,1,0,2,Mendukung,6.099159280611648
12.0134526261816,1,1,2,Biasa,7.31648896842188
11.497463996955442,1,1,3,Kolaboratif,8.641493405078092
11.651122910176866,1,1,5,Mendukung,8.87384032497374
13.944188153535805,1,1,3,Biasa,7.870961159018515
13.678596374289569,0,1,3,Kolaboratif,6.857188301396855
9.230280099112496,0,0,3,Mendukung,4.568347772813624
11.688871438956522,1,0,5,Biasa,7.746459474501504
10.51310161677012,1,1,2,Kolaboratif,7.99107509295742
11.455410855237082,0,1,2,Mendukung,6.681632844482268
10.58998863771829,1,1,2,Biasa,8.006924825784537
12.000469610160495,1,1,3,Kolaboratif,8.693640653594306
11.596332127738247,1,1,1,Mendukung,7.159651763517422
12.45578032096142,1,1,4,Biasa,8.685923984026633
12.206730683601409,1,1,3,Kolaboratif,8.578812190200846
13.598928806638524,1,1,1,Mendukung,7.63524019807017
8.957935160125377,1,0,1,Biasa,4.98522748612675
11.59595468175808,0,0,5,Kolaboratif,5.776855823974382
15.967005901199355,1,1,4,Mendukung,9.703452969638672
11.980504404907728,1,1,4,Biasa,9.002605431810952
9.304761236205222,1,1,4,Kolaboratif,8.295794425029255
17.0409377331807,1,1,1,Mendukung,8.213947686521204
12.048721322627616,1,1,1,Biasa,7.577527101908399
13.788300074337274,1,0,1,Kolaboratif,5.879861183110304
10.861108728643394,1,1,2,Mendukung,9.176148893248339
11.628561566655403,0,0,2,Biasa,3.7064680772108596
11.404054674876203,1,0,2,Kolaboratif,5.356418606373148
8.818248342278537,1,0,5,Mendukung,6.660768679357028
14.495353637406268,1,1,3,Biasa,9.785609515633755
11.052702344986262,1,0,3,Kolaboratif,5.749722108137266
8.902661096130615,1,1,2,Mendukung,7.650347251335922
12.24205805849476,0,1,4,Biasa,8.043503675775654
12.361478152578313,1,1,2,Kolaboratif,7.570022814733176
10.572262968911229,1,0,1,Mendukung,5.917614298572564
11.566659031938308,1,1,3,Biasa,8.545280070586013
14.399711832655644,1,1,4,Kolaboratif,9.553332419828624
15.918392515471783,1,1,2,Mendukung,8.543158695553116
13.307906582819433,1,1,4,Biasa,8.58624490269532
12.216832314528919,1,1,3,Kolaboratif,8.356528065044266
12.119932988949284,1,0,1,Mendukung,5.104010954257841
9.772248672386388,1,1,4,Biasa,8.185266643227049
12.836230145973689,1,1,4,Kolaboratif,9.136109977634334
9.5395155338911,1,1,5,Mendukung,10.0
9.8547346413941,1,0,2,Biasa,5.028458485147101
13.94417573380009,1,0,3,Kolaboratif,6.673149200283529
10.660104748605916,1,1,3,Mendukung,7.815637916571472
9.453567484566184,1,1,2,Biasa,7.144037144725722
13.693900037870746,1,1,2,Kolaboratif,8.194919724170306
14.48490112783997,1,0,1,Mendukung,5.876086724096722
13.103203585960962,1,0,1,Biasa,5.60049976783507
13.397196928046947,1,1,2,Kolaboratif,8.457219111241912
13.66180830574629,0,1,5,Mendukung,8.188991526419704
10.591821020375866,1,1,2,Biasa,6.386609539729352
8.669198696036677,0,1,1,Kolaboratif,5.040647338772292
10.831040360231555,1,0,5,Mendukung,7.135315791782665
12.26282769657175,1,1,1,Biasa,6.857218155236697
12.690297012619789,1,1,2,Kolaboratif,7.7326995214326715
11.195575944442757,1,0,4,Mendukung,7.453541262403715
12.765534312829436,0,1,2,Biasa,6.333549106933382
12.132449379169827,0,1,3,Kolaboratif,6.260041730173874
13.178171210865829,1,0,5,Mendukung,6.503420990440773
11.25104182319465,0,1,4,Biasa,6.885304024771427
10.92846839935773,0,0,3,Kolaboratif,4.991457370709864
12.654655513669736,1,1,5,Mendukung,9.889787822008623
11.613619189653342,1,0,5,Biasa,7.078656355444683
11.338562459305486,1,1,5,Kolaboratif,9.693574056958784
11.071671913950295,0,1,2,Mendukung,6.522284963219855
11.917970588367412,0,1,3,Biasa,6.854803954680296
6.853977297680832,1,0,2,Kolaboratif,4.911378157623067
11.231040238757798,1,1,5,Mendukung,9.22961775675085
15.205957366852553,0,1,3,Biasa,6.886850246310323
9.987400268654646,1,1,2,Kolaboratif,6.420428143860887
15.63476987641181,1,0,4,Mendukung,7.187719499791944
9.904605403791573,0,0,1,Biasa,3.783115285599173
9.683241983199826,0,1,5,Kolaboratif,7.014408305493268
11.408962687819628,1,0,3,Mendukung,4.817917910760386
10.107150558598299,1,0,3,Biasa,5.2646742802929065
9.966199183004722,1,1,1,Kolaboratif,6.753236597663261
13.835204648071684,1,1,1,Mendukung,6.426801140349766
14.979170858645034,1,0,3,Biasa,6.514388289524422
5.904695638103236,1,1,2,Kolaboratif,8.188106534229775
11.204008811961964,1,0,5,Mendukung,7.2450678332325715
13.894214240055895,0,1,5,Biasa,8.099848169406373
12.232243757277967,0,1,1,Kolaboratif,4.957575524731771
10.307446486162675,1,1,4,Mendukung,8.74069445232734
14.503016202828567,1,1,5,Biasa,9.129887452527363
12.9739367259391,1,1,2,Kolaboratif,7.685060433480551
14.883667943276551,0,0,5,Mendukung,5.384907254153739
6.933893018955109,1,1,1,Biasa,6.606901553834247
5.602228322539716,0,1,4,Kolaboratif,6.57054908711249
13.501755520249532,1,1,3,Mendukung,8.09054610369622
8.137131519573385,1,1,2,Biasa,7.073657479815342
