gaji_bulanan,jam_kerja_fleksibel,dapat_pujian_publik,peluang_training,lingkungan_kerja,kinerja_karyawan
11.678614227506166,1,1,3,Mendukung,7.6099830843899365
11.70669760118588,1,1,4,Biasa,8.316204814502035
15.065690348358725,0,1,3,Kolaboratif,7.64341757784958
9.015908403363419,1,0,2,Mendukung,5.794488513806525
15.174964484120412,0,1,5,Biasa,8.504733060378861
7.8139273850627635,1,1,2,Kolaboratif,7.401462149292701
13.073222688933448,1,1,4,Mendukung,8.74543645551306
13.587625142848646,1,0,4,Biasa,6.478053760870343
13.180187967636266,1,1,2,Kolaboratif,8.290628247386108
14.046853367424267,0,1,4,Mendukung,7.356333759175326
10.716663971245717,0,1,3,Biasa,7.329939504948069
10.217027424613162,1,0,5,Kolaboratif,7.304923113040818
14.865299377360497,1,1,3,Mendukung,8.129821756418854
11.784339849153215,1,0,4,Biasa,6.348816619058892
10.71497941465296,1,0,2,Kolaboratif,5.87157221880171
9.037669364593071,1,1,3,Mendukung,8.215673384656295
11.903903905210292,1,1,4,Biasa,9.22093276973738
8.32519715741874,0,1,1,Kolaboratif,5.500586419566084
11.086663235320417,0,1,5,Mendukung,8.101419813524487
12.765560596485455,1,1,3,Biasa,7.765615840516098
8.806230256754903,1,0,4,Kolaboratif,6.58186210921193
13.67546659415958,1,1,2,Mendukung,8.408227122812393
10.923337652021777,1,0,3,Biasa,6.201818639081096
11.651275056468934,1,1,5,Kolaboratif,8.96170798576901
13.920891282386453,1,1,4,Mendukung,9.267215119835235
13.672946255585922,1,1,2,Biasa,8.405857568114687
10.284025377382388,1,1,5,Kolaboratif,8.516485433271738
10.008832545666824,1,0,3,Mendukung,5.758613217049368
8.046547287018893,1,1,2,Biasa,7.9021173054155005
14.814499122526952,1,1,5,Kolaboratif,9.216252175438992
9.89405535586258,1,1,1,Mendukung,7.272141478859962
13.109360736404442,1,1,5,Biasa,8.91450748125455
10.446890427976204,1,1,1,Kolaboratif,6.623702534444288
9.739477730451128,1,1,3,Mendukung,7.740854734512354
7.946473498285656,0,1,1,Biasa,4.612797746198983
13.833686223728458,0,0,3,Kolaboratif,5.0245437546087315
9.372027947134098,1,1,5,Mendukung,9.56072599035169
10.826337872157163,0,1,5,Biasa,7.021941416009791
6.813428929563768,1,1,1,Kolaboratif,6.707423524574989
11.178505206449438,1,1,2,Mendukung,7.811866443447617
10.042798874641122,1,0,1,Biasa,5.285196219609235
12.368093026402942,1,1,3,Kolaboratif,7.6901716282356904
13.447984525313634,1,1,2,Mendukung,8.54738183888438
10.784685598519477,1,0,3,Biasa,6.555775970050914
10.915974025916048,1,0,4,Kolaboratif,5.745958531443789
14.62701131061861,1,1,3,Mendukung,7.775506427075303
9.59522465002929,1,0,5,Biasa,6.908875843879408
10.716317531022511,1,1,4,Kolaboratif,8.301378751240195
13.947565483217423,0,1,1,Mendukung,5.060897936884786
12.78030963546781,1,1,1,Biasa,7.589471549982448
11.575933262353532,1,1,2,Kolaboratif,7.220715895767739
12.391263851146133,1,1,4,Mendukung,9.554998085000891
11.843072497508006,1,1,4,Biasa,8.496222509954707
12.527839754936265,1,1,5,Kolaboratif,8.560410373478284
12.242437187988559,0,1,3,Mendukung,6.542521566731348
10.136648571571442,0,1,3,Biasa,6.279755648781127
13.72460549747008,1,0,3,Kolaboratif,5.926167966778952
13.749811699683509,1,1,1,Mendukung,7.213680377307704
10.410235048356013,1,1,5,Biasa,9.761340761616866
10.340872553009103,0,0,2,Kolaboratif,4.741546808043606
10.426870554261097,1,0,3,Mendukung,5.84425562160546
13.645046442556481,1,1,2,Biasa,7.761201543356685
8.735124993103058,1,1,4,Kolaboratif,8.45381673922095
13.569669943375878,1,1,3,Mendukung,7.621592341755363
12.987451134159091,1,1,5,Biasa,9.328286032857534
11.788286496380024,1,1,4,Kolaboratif,8.881353392742644
8.157989982092543,1,1,5,Mendukung,8.229445454165933
12.747904570526371,1,0,3,Biasa,6.301755089253253
14.484627792676811,1,0,4,Kolaboratif,6.5623964480657335
9.583672627180842,1,0,2,Mendukung,5.829517978211491
12.73131123417947,1,1,3,Biasa,6.868456129931965
12.805450584320683,1,0,4,Kolaboratif,7.350028839697411
11.613237825913544,1,1,1,Mendukung,7.607864982438995
10.95892335210971,0,1,5,Biasa,7.598828502129694
14.58651771201566,1,1,3,Kolaboratif,8.201845163253987
12.45715921287147,0,0,2,Mendukung,4.532833092316619
11.590765847391417,1,1,3,Biasa,8.742331938207869
11.831543954259475,1,0,5,Kolaboratif,7.2473333823723305
7.319731480121759,0,1,4,Mendukung,6.630190063811969
7.363224702719117,1,0,3,Biasa,5.3870022698654445
12.304477709086589,1,1,3,Kolaboratif,8.879860910951367
9.73990708771018,1,1,5,Mendukung,9.234405900743766
13.193488772115469,1,0,5,Biasa,7.304683687394752
13.546347190427618,1,1,3,Kolaboratif,7.921945240397918
12.610095345810118,1,1,4,Mendukung,7.852885821050322
9.852680727932636,1,1,3,Biasa,8.206033657791544
11.760703599985673,1,1,1,Kolaboratif,6.469604822511798
12.231813831659741,1,1,5,Mendukung,9.022872312025928
13.02419230103421,1,1,2,Biasa,8.145053177705394
9.476494322102305,1,1,5,Kolaboratif,8.60142042888113
12.649083059019976,1,0,2,Mendukung,5.918305981977614
13.016400308845057,1,1,2,Biasa,7.562784281608975
10.220790288940428,1,0,5,Kolaboratif,7.396339334471435
13.95306083421805,1,0,3,Mendukung,5.9180635520878
12.095978015008686,0,0,3,Biasa,3.8329987930198426
10.610965202337328,1,1,2,Kolaboratif,7.199132207840829
12.423288056490861,1,0,2,Mendukung,5.869211942196794
9.590781739261036,1,1,2,Biasa,7.105053460551747
11.77934331020773,1,0,3,Kolaboratif,5.370195084566718
10.569425141585375,1,0,1,Mendukung,6.2349348452400575
11.685613603435101,0,1,1,Biasa,5.68735572245894
14.578146204883717,1,0,4,Kolaboratif,7.589463122099449
14.665248232016939,0,1,1,Mendukung,5.671241655399368
11.93734506988838,0,1,4,Biasa,7.10085879807639
