gaji_bulanan,bonus_tahunan,target_tercapai,tekanan_kerja,kinerja_karyawan
32.57554047569921,44.37011009422324,0,5,6.780611952665422
29.882923640869663,88.98972706086766,0,1,10.0
29.9105732490671,66.40549425706824,1,1,10.0
24.758793254083123,73.79869800708141,0,3,9.20406956466451
29.059762240992132,51.552693176248546,1,3,10.0
33.01674007485605,34.98953335042577,1,2,9.345583142761555
30.41032686434795,77.23014413891326,1,1,10.0
18.51048699255625,65.71129584944845,0,4,6.294291344179747
16.884962813250326,45.2428261069699,1,3,9.926061030249489
10.491757900376546,50.32705396257387,1,1,7.797689282523813
19.20811712293283,79.55382481274911,1,1,10.0
16.734749186306566,72.60528972983364,0,5,7.036702181183202
29.081680576078334,81.24251613229112,0,5,9.464613914545794
24.578450443593596,47.58784124166946,1,3,9.820207159620594
22.53800170729243,78.4995158916459,1,5,10.0
21.729263654549307,77.87062802222738,1,4,10.0
21.352674230743254,36.87237671767389,0,1,7.8428037906653145
16.92375955138491,41.87467246790891,1,3,7.243138220333028
21.749317344270725,72.17476815880136,1,1,10.0
20.149410167399886,-3.640144771242859,0,5,2.0298202307625988
26.225907962224063,56.72233693329982,0,2,8.776142072406277
17.717847540845028,67.79129932630316,0,4,7.130739404654312
28.19639611464823,86.07087257966253,0,2,10.0
26.466924933532585,56.09263875722835,1,2,10.0
25.06325333002462,61.96425225934629,0,5,8.158148690091894
19.494802002361297,55.85098976127914,1,4,9.002880459735186
32.14170514813921,93.93158654810037,0,4,10.0
20.661026180019725,82.43646681417857,1,4,10.0
25.099026410009607,60.045751894744576,0,3,6.877334142498435
23.25656915044671,32.22482894916902,1,1,8.111375169307427
28.60589163493308,59.51521961034367,0,2,9.491533492879109
27.12778775337241,62.148585271865954,1,5,9.613565093522105
35.94255266428584,70.67565997012267,0,3,9.369007095543164
25.745940645726176,72.13512832825937,0,1,8.984069436297819
34.44463392331711,44.07948660676567,0,3,7.75322608928582
34.505513490940096,71.59256085016655,0,2,10.0
19.504886578782184,48.58663516535382,1,3,9.373004809204861
28.65073744037999,83.04441421699758,0,2,9.905257268556301
25.113221176579174,77.44437668762536,0,5,9.087218653476521
36.14221119570813,33.77415206340639,0,1,8.183129986791652
29.96106619466405,62.50773945909282,1,3,10.0
25.186015085975278,52.22045073915201,1,3,10.0
27.23574560431743,39.89576561193031,1,3,9.965948361724891
27.29565887227594,55.01471014021286,1,4,9.841996403883
23.176772157171296,65.54908616832186,0,5,8.714646235966402
34.82227830133531,49.78155137714516,0,1,9.532930994190547
27.56230661587549,52.421942801558,0,3,6.954078136447238
18.675659895381948,61.707523717159255,1,3,8.491179063438683
37.351993808936435,63.22219800747863,1,1,10.0
29.882420160614792,52.51960878478825,0,4,7.777943611131924
22.370045055545134,49.983736284385834,1,3,9.757231685888542
20.44428211946176,57.544165326758275,1,3,10.0
19.28165745156989,72.2164698091513,1,4,9.902362689839853
20.184806205442506,50.321230261505,0,2,7.226162705428363
19.544769283446875,69.11771019046954,1,5,9.248317084750823
20.221817769103122,77.9596267922704,0,3,8.07781585058907
21.74498441084123,85.15399994606871,0,1,8.789530659911618
19.875956560074112,37.832455284665905,0,4,5.977207190607192
29.222963004055245,29.555312767824017,1,2,9.801592974659597
21.961448824238364,37.63750279210247,0,5,5.945321169918475
30.00327936307958,51.69166626049603,1,3,10.0
25.53592388095738,53.31084198265683,0,4,7.986309854785013
21.109252603591248,60.79074128975087,1,2,9.917039814781827
25.719224513380478,60.483366072442,1,4,10.0
19.42479336950016,69.36454286508675,1,2,10.0
21.00318132410831,26.46118927584873,0,1,4.137998749838934
25.377747511435377,50.423515900632566,0,2,7.991478167850198
25.006151082855776,102.39611501122157,1,2,10.0
24.682323857637638,63.72820917821232,0,3,8.71976814677565
33.45135334796359,46.834916426081826,1,2,10.0
24.187939716294203,42.70234914495636,0,2,7.388071864853253
15.387761872697796,69.73515093830784,1,5,8.189031997683461
27.321767957832023,62.094124422158494,1,5,10.0
21.177578686302578,90.82594913809726,0,3,8.666965256522127
25.510194320822777,40.22051951477326,0,2,6.5672847674487755
19.87912397295501,84.63356333875268,0,5,8.114835441199853
26.688723618711325,85.61107360402285,0,5,9.95386826878895
25.48766156848521,74.15261870375915,0,2,7.717847536166276
20.633090938844283,60.1075629305125,0,4,6.16934217061392
24.723910745123206,62.733339736512164,1,5,9.858518332040664
25.94834161287352,64.87528370140004,0,5,8.176061024494281
25.119117981813513,62.84345634575971,0,5,7.8184345215224385
17.08060233920328,73.4347766755649,1,1,10.0
22.062689108244456,78.02212727758919,1,3,10.0
29.712303263905568,38.545746374571465,1,5,8.635648803486083
24.477293686858694,76.87888642199194,0,1,9.078033606624711
25.448518371349994,72.22434208397746,0,4,9.035374396126299
14.259732786780383,87.9860619790368,1,3,10.0
31.759429843113317,61.96674311602525,0,4,9.227535670333278
32.04325752839512,53.61256875540138,1,4,10.0
25.010866736675254,48.09135726641896,0,2,7.909046557654384
29.48617897810191,50.36767410576044,1,3,9.846391722252198
18.468116742039918,56.62706859352692,1,5,8.797603250105226
22.872580221549164,50.953145434120536,0,4,6.578304882921895
23.87754779706993,36.56033382447256,1,1,9.556724036529127
23.644491915488384,37.983376486838424,0,4,6.702153948618202
23.69594453790551,64.04824024841743,0,5,8.396183656830402
28.76243045115988,67.56786926007993,1,2,10.0
26.069671993275474,36.88288338100077,1,5,9.569601456176859
29.75341172591193,67.15640255298086,1,4,10.0
24.124768657533465,86.89101428239792,1,5,10.0
18.37299550659845,66.41476773745572,1,2,10.0
32.49225688902608,87.92669035094694,1,3,10.0
23.886441221704796,63.8986308155426,0,3,8.53814489098045
28.616090270638693,22.574978095209545,1,5,9.355286622479305
25.333245213690365,38.05700498520112,1,4,9.209011985580513
21.989924529842355,53.70741168917191,1,3,8.963047294233316
23.371142728139485,36.78059164591245,0,1,6.567508600273981
23.26179324225716,93.96594960920802,1,1,10.0
10.641015768686508,35.595464992201514,1,3,5.680797901431516
17.73123073038186,66.91777740481002,0,3,6.764953972369749
27.41997340272637,47.29021765085994,0,4,6.401452008705332
32.21814967999217,57.91732477048247,1,4,9.739218646139685
23.763967618108644,63.48311742359587,0,5,7.136937519572045
24.789699205311205,37.362470816229845,0,1,5.557187376116741
32.83301972139336,52.381595026817656,1,1,10.0
30.26998340413752,0.6984586881379045,1,5,7.495052041643358
24.124313934208953,90.35366719864868,0,1,9.68638591837931
30.34650679644111,72.29004734514862,1,5,10.0
37.65385989752491,71.82313568919899,0,3,10.0
11.70018842552512,76.59316865521315,0,1,6.56702621240334
24.12586574537588,82.33493044962755,1,2,10.0
28.152813086766844,48.38776123259188,1,2,9.585855667161844
35.396553340354046,64.99714850477022,0,1,10.0
25.30913020598176,34.071968878269786,0,1,6.14017575546269
25.142914371794177,80.74125743344072,0,5,8.079671900499624
20.973081114691933,90.33164548179292,0,5,10.0
21.39879209677555,75.11198249250587,0,5,7.878953103563682
27.92900822319082,66.57947719781242,1,4,10.0
21.179736325135508,61.108729983641375,1,4,9.741809877436733
29.783973414350974,27.793906605137757,1,2,9.495542290015855
28.62358155941618,82.34896104061048,1,3,10.0
22.36474708310012,60.48825193525706,1,2,10.0
29.877644933192677,44.111581250438796,1,4,9.700913037832178
31.339788953277466,67.93147065261898,1,1,10.0
29.2522362832645,32.57181876696088,1,1,10.0
25.206295510185612,36.578791399038444,1,4,8.489996816624727
31.724258947767286,55.8158038613109,0,3,8.057067060320078
26.628947963074193,82.48586957030486,1,4,10.0
29.922006612046644,48.278105942746265,1,3,10.0
27.105149395300746,13.962377458673544,1,1,7.940723934703479
32.267002811408865,94.0189628777847,1,2,10.0
35.224166780566875,72.91592824017229,1,3,10.0
16.57458587969259,51.861386845817414,1,4,7.701042619106758
17.011488428865007,69.39632101576085,1,2,10.0
19.00373481038312,67.14499760376317,0,3,8.448692586806485
19.565915451687765,53.09772315626864,0,2,6.547002086580562
31.809375865891063,48.98717454002028,0,5,8.859613528547332
23.12686085383263,33.047085737167656,1,4,8.206512542632847
28.924612641204565,37.66659415417318,1,4,9.058181043208688
30.98293730736888,36.6532720839834,0,1,7.803030904057237
23.268058102226643,74.01612415634779,1,5,10.0
21.976112135826178,39.85529068180943,0,4,7.3654071596452
16.468122292814087,59.20990915364329,0,4,5.800312927696781
30.838891514876554,67.54877655851895,0,3,9.242075539933648
25.91550111596834,71.11363334017103,0,4,8.357098936468457
30.00630592361597,34.60492449520553,0,5,6.586098414638636
29.008609439079947,69.49081459098417,1,4,10.0
24.713642510609713,9.812463092459971,1,2,6.3983029258396655
23.060791931316217,63.29394749137387,1,3,10.0
24.9489254619226,63.053281813945276,1,4,10.0
18.52545584347925,48.507620131805176,1,2,9.709267572524967
15.38121402827715,82.52569151680535,0,2,7.599839700603875
25.07464559463143,50.03531191865328,1,2,8.401143560186597
27.259930464346,56.594136372510434,0,3,8.772101726296928
26.58897845144258,52.028712557560205,0,5,6.620134173465876
23.908979552890052,37.16163186918416,0,1,6.519006683209209
27.066640551016377,73.604927406331,0,4,7.809646883073738
27.840462342897364,41.998656525696745,1,4,10.0
23.82841054789105,64.86579802001656,1,5,10.0
25.829794807982527,21.175889949478567,1,1,8.341749349889405
36.37494253264034,20.734339884350156,1,4,8.866965315906498
35.87153835557635,67.73112163867376,1,3,10.0
20.872889599342997,50.49304756037808,1,3,9.643686479786886
19.271998480788167,91.54028097260773,1,2,10.0
23.357726141951204,83.76744343397775,0,5,9.016193580387318
29.183226633854282,45.810692654809145,0,3,6.135650952036047
22.377846716091593,63.683343013309816,0,5,7.025933478072596
21.809799600298213,61.7044111705538,0,2,9.374364511923748
19.94468488776939,63.583189232587166,1,2,10.0
25.38541023511635,46.68271973756048,1,3,9.570162107755099
29.5169376298631,80.01060629857632,1,1,10.0
21.01080444731307,86.91315271864148,0,3,9.0843360428809
17.663066981024865,35.39100383198259,0,4,4.877324903790868
15.630427543823034,72.05225166194235,1,3,10.0
25.11737867492294,43.73272033308118,0,2,6.416640763758269
22.845322220617753,95.85497667481681,0,3,9.168543712142286
23.306060841140265,51.46125085736497,0,1,7.160427912557622
21.406588999644804,95.23013738720482,1,5,10.0
14.746031723089331,39.62771341969049,1,2,6.797931478004291
24.010144319950278,89.3987539220786,1,3,10.0
31.263827041042724,92.23979148926962,1,1,10.0
17.225877833555035,62.10071716335361,0,4,7.043249824296441
21.382809617502318,70.98976452353831,1,1,10.0
16.13049188604149,58.71682839245679,1,5,8.647015349533554
20.108294920210703,36.449131673548,1,5,7.571811061101509
27.21742843059659,82.21329114866528,1,1,10.0
28.998215939065794,111.35867680731758,1,2,10.0
33.72559000950655,57.224644199928505,0,3,8.125967747927117
24.56159772331984,21.527450886911595,1,4,6.48338190734068
28.849969312298505,37.08413708366089,1,3,9.782695649982083
25.08129561698489,75.18859942206154,0,5,8.005927991682412
27.117249090775463,93.65910840533206,0,3,10.0
19.327875473139304,69.74282346164611,1,4,9.575925355838597
22.995374849470974,29.907952666349797,0,4,3.4572455668278588
29.750231480471648,58.41134075104517,0,4,7.608369600236884
24.995823255416436,54.866982129964676,1,5,9.872202200552087
27.6107485028247,70.43949687858266,1,1,10.0
28.836985366416446,34.008087578740316,0,3,5.905586324174008
19.851842309158236,61.59799428592616,1,5,7.576926722717264
20.91572583062619,46.264366707096556,1,3,8.575370378022386
18.383025964986174,67.84918536126575,1,4,8.83747755185604
28.0766636449248,37.64123729381106,1,1,10.0
24.842494708868244,24.80728417165229,1,1,8.868192160967283
17.916446328603726,72.20462204693663,0,4,7.888887119085227
20.94599483777651,94.82192348024124,0,2,9.99682023602463
38.114842362875905,36.926058334377984,0,1,8.371885101845018
21.52959402702257,52.817115072655355,0,4,6.781212205362926
20.84017987183795,31.160091364182122,1,2,8.728576464035099
26.501948550595497,17.082213722074798,1,2,8.14374339149581
31.244429822971767,92.48205210368982,1,3,10.0
27.88336014897705,35.30959205719313,1,4,9.355207727882986
19.299370451843373,71.7835421795612,0,2,7.3314098500888365
32.057482581154225,82.74968224360696,1,2,10.0
35.690620738405705,52.864906225577386,1,1,10.0
23.282683399538975,66.04201167246889,1,2,10.0
24.944405331609573,85.05921766087118,1,5,10.0
22.557219362836733,53.8468790996782,0,2,7.4250354652149655
